"","Id","Id2","Geography","Estimate..Total.","Margin.of.Error..Total.","Estimate..Male.","Margin.of.Error..Male.","Estimate..Male....Under.5.years","Margin.of.Error..Male....Under.5.years","Estimate..Male....5.to.9.years","Margin.of.Error..Male....5.to.9.years","Estimate..Male....10.to.14.years","Margin.of.Error..Male....10.to.14.years","Estimate..Male....15.to.17.years","Margin.of.Error..Male....15.to.17.years","Estimate..Male....18.and.19.years","Margin.of.Error..Male....18.and.19.years","Estimate..Male....20.years","Margin.of.Error..Male....20.years","Estimate..Male....21.years","Margin.of.Error..Male....21.years","Estimate..Male....22.to.24.years","Margin.of.Error..Male....22.to.24.years","Estimate..Male....25.to.29.years","Margin.of.Error..Male....25.to.29.years","Estimate..Male....30.to.34.years","Margin.of.Error..Male....30.to.34.years","Estimate..Male....35.to.39.years","Margin.of.Error..Male....35.to.39.years","Estimate..Male....40.to.44.years","Margin.of.Error..Male....40.to.44.years","Estimate..Male....45.to.49.years","Margin.of.Error..Male....45.to.49.years","Estimate..Male....50.to.54.years","Margin.of.Error..Male....50.to.54.years","Estimate..Male....55.to.59.years","Margin.of.Error..Male....55.to.59.years","Estimate..Male....60.and.61.years","Margin.of.Error..Male....60.and.61.years","Estimate..Male....62.to.64.years","Margin.of.Error..Male....62.to.64.years","Estimate..Male....65.and.66.years","Margin.of.Error..Male....65.and.66.years","Estimate..Male....67.to.69.years","Margin.of.Error..Male....67.to.69.years","Estimate..Male....70.to.74.years","Margin.of.Error..Male....70.to.74.years","Estimate..Male....75.to.79.years","Margin.of.Error..Male....75.to.79.years","Estimate..Male....80.to.84.years","Margin.of.Error..Male....80.to.84.years","Estimate..Male....85.years.and.over","Margin.of.Error..Male....85.years.and.over","Estimate..Female.","Margin.of.Error..Female.","Estimate..Female....Under.5.years","Margin.of.Error..Female....Under.5.years","Estimate..Female....5.to.9.years","Margin.of.Error..Female....5.to.9.years","Estimate..Female....10.to.14.years","Margin.of.Error..Female....10.to.14.years","Estimate..Female....15.to.17.years","Margin.of.Error..Female....15.to.17.years","Estimate..Female....18.and.19.years","Margin.of.Error..Female....18.and.19.years","Estimate..Female....20.years","Margin.of.Error..Female....20.years","Estimate..Female....21.years","Margin.of.Error..Female....21.years","Estimate..Female....22.to.24.years","Margin.of.Error..Female....22.to.24.years","Estimate..Female....25.to.29.years","Margin.of.Error..Female....25.to.29.years","Estimate..Female....30.to.34.years","Margin.of.Error..Female....30.to.34.years","Estimate..Female....35.to.39.years","Margin.of.Error..Female....35.to.39.years","Estimate..Female....40.to.44.years","Margin.of.Error..Female....40.to.44.years","Estimate..Female....45.to.49.years","Margin.of.Error..Female....45.to.49.years","Estimate..Female....50.to.54.years","Margin.of.Error..Female....50.to.54.years","Estimate..Female....55.to.59.years","Margin.of.Error..Female....55.to.59.years","Estimate..Female....60.and.61.years","Margin.of.Error..Female....60.and.61.years","Estimate..Female....62.to.64.years","Margin.of.Error..Female....62.to.64.years","Estimate..Female....65.and.66.years","Margin.of.Error..Female....65.and.66.years","Estimate..Female....67.to.69.years","Margin.of.Error..Female....67.to.69.years","Estimate..Female....70.to.74.years","Margin.of.Error..Female....70.to.74.years","Estimate..Female....75.to.79.years","Margin.of.Error..Female....75.to.79.years","Estimate..Female....80.to.84.years","Margin.of.Error..Female....80.to.84.years","Estimate..Female....85.years.and.over","Margin.of.Error..Female....85.years.and.over"
"11","1500000US080310003012",80310003012,"Block Group 2, Census Tract 3.01, Denver County, Colorado",716,185,317,89,32,38,0,11,0,11,0,11,0,11,0,11,0,11,0,11,18,31,34,38,65,55,47,46,17,27,0,11,0,11,0,11,22,38,0,11,16,23,66,48,0,11,0,11,0,11,399,143,48,47,23,35,0,11,0,11,0,11,0,11,0,11,0,11,98,83,31,36,34,32,38,36,29,46,0,11,16,27,0,11,19,30,21,33,42,41,0,11,0,11,0,11,0,11
"12","1500000US080310003013",80310003013,"Block Group 3, Census Tract 3.01, Denver County, Colorado",1042,355,396,194,0,11,2,5,40,48,110,98,0,11,0,11,0,11,20,33,29,27,29,33,27,32,0,11,0,11,57,54,46,47,0,11,18,29,0,11,18,29,0,11,0,11,0,11,0,11,646,197,41,48,6,11,30,38,2,4,17,29,0,11,0,11,0,11,46,34,116,84,12,20,0,11,72,81,129,94,87,91,28,42,18,28,0,11,18,28,0,11,0,11,0,11,24,36
"13","1500000US080310003014",80310003014,"Block Group 4, Census Tract 3.01, Denver County, Colorado",1373,399,621,207,62,54,21,32,10,22,0,11,0,11,0,11,22,37,0,11,88,85,10,16,84,59,61,71,51,77,57,58,61,58,40,47,0,11,0,11,17,26,0,11,0,11,37,40,0,11,752,277,0,11,49,50,25,37,44,66,0,11,74,92,0,11,0,11,41,63,61,43,72,63,56,48,79,78,8,18,28,27,22,33,16,26,0,11,0,11,0,11,83,87,75,89,19,30
"14","1500000US080310003015",80310003015,"Block Group 5, Census Tract 3.01, Denver County, Colorado",733,215,408,154,36,30,20,32,17,38,0,11,0,11,0,11,0,11,0,11,75,88,39,38,47,59,65,54,19,30,0,11,18,28,72,87,0,11,0,11,0,11,0,11,0,11,0,11,0,11,325,116,17,28,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,66,64,26,32,62,36,18,29,19,27,20,31,19,31,0,11,56,73,0,11,0,11,0,11,22,33,0,11
"15","1500000US080310003016",80310003016,"Block Group 6, Census Tract 3.01, Denver County, Colorado",814,199,303,101,22,36,18,29,0,11,0,11,0,11,0,11,0,11,0,11,54,50,62,48,16,25,32,36,36,45,0,11,0,11,55,61,2,6,3,6,3,7,0,11,0,11,0,11,0,11,511,210,54,73,0,11,18,28,0,11,0,11,0,11,0,11,0,11,186,169,68,54,29,33,37,37,34,42,26,43,34,37,0,11,0,11,0,11,0,11,0,11,0,11,0,11,25,39
"16","1500000US080310003021",80310003021,"Block Group 1, Census Tract 3.02, Denver County, Colorado",729,319,334,161,67,66,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,17,25,77,73,11,20,36,39,46,70,33,38,0,11,0,11,0,11,14,22,33,47,0,11,0,11,0,11,395,169,90,67,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,62,48,104,86,0,11,25,25,64,72,0,11,0,11,0,11,0,11,0,11,0,11,50,53,0,11,0,11
"17","1500000US080310003022",80310003022,"Block Group 2, Census Tract 3.02, Denver County, Colorado",842,336,402,183,8,13,54,81,7,14,56,76,0,11,0,11,0,11,67,72,20,34,72,89,20,24,0,11,38,44,53,45,0,11,0,11,0,11,0,11,7,17,0,11,0,11,0,11,0,11,440,173,0,11,0,11,20,25,74,73,0,11,0,11,0,11,21,32,111,85,12,19,64,85,33,37,0,11,59,45,0,11,0,11,0,11,0,11,0,11,36,40,0,11,0,11,10,17
"18","1500000US080310003023",80310003023,"Block Group 3, Census Tract 3.02, Denver County, Colorado",823,237,385,125,13,19,41,46,0,11,0,11,0,11,0,11,0,11,0,11,0,11,31,40,118,102,46,56,33,37,25,43,0,11,17,26,0,11,16,24,0,11,27,35,0,11,18,30,0,11,438,133,30,46,0,11,0,11,0,11,0,11,0,11,0,11,0,11,137,114,51,49,23,27,61,60,17,28,0,11,15,24,29,34,0,11,37,41,0,11,9,16,14,22,0,11,15,23
"19","1500000US080310003024",80310003024,"Block Group 4, Census Tract 3.02, Denver County, Colorado",551,223,297,176,16,28,10,18,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,15,52,41,30,35,51,78,46,69,26,41,0,11,16,26,0,11,0,11,41,62,0,11,0,11,0,11,254,112,19,30,12,25,0,11,0,11,0,11,0,11,0,11,0,11,38,43,47,40,21,27,19,29,0,11,0,11,36,39,0,11,0,11,17,28,0,11,0,11,0,11,0,11,45,51
"20","1500000US080310003025",80310003025,"Block Group 5, Census Tract 3.02, Denver County, Colorado",1468,341,617,212,14,18,5,16,15,28,58,72,0,11,0,11,26,41,0,11,149,113,156,121,12,24,22,27,69,46,0,11,19,31,0,11,0,11,53,63,0,11,11,18,0,11,8,14,0,11,851,212,43,25,61,32,16,27,0,11,18,29,55,87,0,11,0,11,124,118,90,47,54,47,51,59,112,97,50,78,19,31,0,11,59,37,0,11,12,22,42,42,13,22,19,30,13,23
"21","1500000US080310003031",80310003031,"Block Group 1, Census Tract 3.03, Denver County, Colorado",678,283,311,160,22,26,23,35,22,32,21,32,20,29,0,11,0,11,0,11,12,19,45,57,12,19,48,39,0,11,51,45,0,11,0,11,0,11,0,11,11,18,8,13,0,11,0,11,16,29,367,134,36,42,20,31,0,11,0,11,21,32,0,11,0,11,0,11,32,37,32,37,70,50,25,27,55,39,20,36,24,41,0,11,12,19,12,19,8,13,0,11,0,11,0,11,0,11
"22","1500000US080310003032",80310003032,"Block Group 2, Census Tract 3.03, Denver County, Colorado",922,295,530,209,0,11,44,38,30,34,28,31,0,11,0,11,0,11,4,10,80,91,81,67,25,33,54,48,18,27,4,8,19,23,0,11,83,82,14,19,6,13,8,20,9,20,20,24,3,6,392,132,14,23,28,31,0,11,0,11,0,11,0,11,0,11,0,11,135,90,55,44,58,47,0,11,14,24,14,21,0,11,0,11,27,31,0,11,0,11,0,11,47,43,0,11,0,11
"23","1500000US080310003033",80310003033,"Block Group 3, Census Tract 3.03, Denver County, Colorado",1154,213,492,105,30,32,49,52,18,29,0,11,0,11,0,11,0,11,0,11,34,41,10,15,80,54,44,39,61,55,0,11,13,21,33,54,0,11,39,33,0,11,58,37,13,20,0,11,10,18,662,157,79,55,46,45,0,11,29,45,0,11,0,11,8,14,10,16,94,77,72,67,114,68,65,50,19,31,0,11,0,11,32,35,41,39,10,15,10,17,21,25,0,11,12,20,0,11
"24","1500000US080310003034",80310003034,"Block Group 4, Census Tract 3.03, Denver County, Colorado",637,274,379,218,0,11,31,50,0,11,0,11,0,11,0,11,0,11,28,43,64,59,49,60,53,39,60,68,48,73,11,17,25,38,0,11,0,11,0,11,0,11,10,16,0,11,0,11,0,11,258,107,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,100,75,12,19,50,42,34,34,0,11,0,11,25,37,0,11,0,11,0,11,15,23,10,18,0,11,12,21,0,11
"25","1500000US080310003035",80310003035,"Block Group 5, Census Tract 3.03, Denver County, Colorado",801,174,429,124,28,34,28,33,0,11,18,29,0,11,0,11,0,11,0,11,35,40,114,63,48,47,11,17,33,38,56,43,0,11,0,11,58,69,0,11,0,11,0,11,0,11,0,11,0,11,372,93,0,11,11,16,14,22,14,23,0,11,0,11,0,11,0,11,58,50,52,41,37,32,16,25,32,36,19,31,41,39,0,11,30,35,0,11,11,18,11,17,11,19,15,25,0,11
"26","1500000US080310003036",80310003036,"Block Group 6, Census Tract 3.03, Denver County, Colorado",745,192,389,116,16,26,31,32,0,11,0,11,0,11,0,11,32,47,0,11,47,59,49,44,44,41,29,22,35,40,0,11,54,63,21,29,0,11,0,11,0,11,13,15,18,24,0,11,0,11,356,95,20,30,13,22,0,11,0,11,0,11,0,11,0,11,0,11,81,64,58,44,15,26,33,36,13,21,17,28,56,82,0,11,16,25,0,11,0,11,20,18,14,21,0,11,0,11
"27","1500000US080310004011",80310004011,"Block Group 1, Census Tract 4.01, Denver County, Colorado",792,198,385,113,30,29,47,47,23,21,8,13,0,11,0,11,0,11,18,23,36,27,59,56,23,21,55,38,21,24,0,11,14,23,0,11,14,21,15,15,0,11,15,23,0,11,7,12,0,11,407,122,40,45,18,28,39,45,12,14,0,11,10,15,10,15,22,26,31,27,52,45,22,19,51,40,14,16,26,31,19,20,0,11,8,13,0,11,16,24,0,11,0,11,7,11,10,17
"28","1500000US080310004012",80310004012,"Block Group 2, Census Tract 4.01, Denver County, Colorado",784,164,402,95,35,26,26,32,8,13,0,11,0,11,0,11,0,11,0,11,34,28,81,44,16,17,61,50,17,27,30,34,42,35,11,17,17,27,0,11,0,11,20,19,0,11,4,8,0,11,382,119,14,15,5,9,34,39,0,11,0,11,0,11,0,11,28,45,39,38,90,61,7,11,35,29,21,23,11,18,70,50,0,11,0,11,5,9,0,11,9,16,0,11,0,11,14,20
"29","1500000US080310004013",80310004013,"Block Group 3, Census Tract 4.01, Denver County, Colorado",816,214,469,165,22,24,0,11,21,23,0,11,0,11,0,11,0,11,34,41,123,66,88,61,32,29,15,17,0,11,44,45,8,12,0,11,16,24,5,9,0,11,35,41,22,30,0,11,4,8,347,95,7,12,22,30,9,14,0,11,0,11,6,9,0,11,14,22,16,18,73,48,39,41,15,19,8,13,41,42,0,11,0,11,17,23,0,11,12,14,14,16,35,36,5,8,14,16
"30","1500000US080310004014",80310004014,"Block Group 4, Census Tract 4.01, Denver County, Colorado",845,208,312,75,0,11,0,11,47,52,0,11,18,29,0,11,0,11,0,11,24,19,51,52,51,38,26,25,22,25,20,21,14,21,0,11,18,26,0,11,2,5,0,11,19,27,0,11,0,11,533,167,34,46,8,12,6,10,38,46,0,11,0,11,0,11,27,23,128,87,32,29,63,67,93,65,12,17,0,11,28,31,13,21,10,16,0,11,7,12,7,12,27,28,0,11,0,11
"31","1500000US080310004021",80310004021,"Block Group 1, Census Tract 4.02, Denver County, Colorado",435,182,213,123,15,23,0,11,0,11,28,45,11,18,0,11,0,11,0,11,0,11,76,49,14,23,0,11,0,11,14,23,0,11,0,11,25,30,0,11,3,8,22,32,5,11,0,11,0,11,222,79,31,34,0,11,0,11,0,11,0,11,0,11,0,11,11,18,24,27,46,42,17,27,0,11,14,24,14,22,0,11,0,11,17,26,14,22,0,11,0,11,7,13,0,11,27,31
"32","1500000US080310004022",80310004022,"Block Group 2, Census Tract 4.02, Denver County, Colorado",1468,309,754,216,73,80,47,46,36,43,22,35,0,11,0,11,0,11,0,11,116,102,72,78,103,91,138,76,121,63,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,16,0,11,18,28,714,180,13,23,32,34,64,36,0,11,0,11,0,11,0,11,9,14,149,108,106,116,17,26,195,82,65,50,35,35,0,11,8,17,0,11,0,11,0,11,21,37,0,11,0,11,0,11
"33","1500000US080310004023",80310004023,"Block Group 3, Census Tract 4.02, Denver County, Colorado",1258,301,707,229,0,11,0,11,56,92,0,11,47,77,0,11,0,11,24,27,172,115,132,89,52,49,13,21,42,54,61,52,2,4,0,11,20,30,59,72,5,10,22,35,0,11,0,11,0,11,551,135,0,11,0,11,0,11,0,11,0,11,0,11,0,11,25,29,145,110,160,80,15,23,140,94,20,29,2,4,2,4,2,4,0,11,5,10,2,4,0,11,16,24,0,11,17,34
"34","1500000US080310004024",80310004024,"Block Group 4, Census Tract 4.02, Denver County, Colorado",642,249,349,142,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,62,77,115,67,14,22,44,34,0,11,16,26,40,44,0,11,0,11,35,40,0,11,23,18,0,11,0,11,0,11,293,192,0,11,0,11,0,11,0,11,0,11,0,11,114,176,0,11,52,43,31,36,40,44,0,11,0,11,17,27,14,22,0,11,0,11,0,11,0,11,25,20,0,11,0,11,0,11
"35","1500000US080310004025",80310004025,"Block Group 5, Census Tract 4.02, Denver County, Colorado",768,199,344,160,0,11,0,11,0,11,7,11,6,13,0,11,0,11,0,11,21,34,31,37,30,51,28,38,0,11,125,124,23,37,0,11,0,11,0,11,12,19,0,11,5,10,0,11,56,54,424,108,14,23,0,11,14,21,0,11,0,11,0,11,0,11,11,17,0,11,46,44,29,30,72,59,0,11,15,27,0,11,16,24,0,11,0,11,0,11,6,11,44,34,59,51,98,53
"36","1500000US080310004026",80310004026,"Block Group 6, Census Tract 4.02, Denver County, Colorado",377,136,154,87,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,13,20,0,11,30,34,15,25,42,46,30,50,0,11,16,25,0,11,0,11,0,11,0,11,0,11,0,11,8,15,223,93,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,30,33,18,27,32,26,18,29,8,15,30,34,0,11,0,11,57,89,24,29,0,11,0,11,6,12,0,11
"37","1500000US080310005011",80310005011,"Block Group 1, Census Tract 5.01, Denver County, Colorado",1122,123,540,74,28,23,16,11,42,26,5,8,4,6,6,10,0,11,0,11,44,21,93,39,63,40,67,28,67,45,19,15,5,8,7,10,26,22,0,11,7,10,7,10,7,11,27,24,0,11,582,88,60,38,37,25,11,12,4,8,0,11,0,11,0,11,0,11,51,24,105,34,24,18,102,32,25,17,46,22,14,12,5,7,30,30,15,15,22,17,16,16,15,22,0,11,0,11
"38","1500000US080310005012",80310005012,"Block Group 2, Census Tract 5.01, Denver County, Colorado",812,112,422,73,35,23,19,12,3,6,3,5,6,10,0,11,0,11,3,5,37,29,40,23,65,33,25,19,42,33,26,17,28,23,38,32,7,12,18,16,5,10,8,11,14,14,0,11,0,11,390,64,23,16,29,21,7,9,2,4,0,11,0,11,0,11,0,11,33,24,32,23,58,29,36,26,26,19,24,16,48,23,11,12,4,6,8,11,15,15,7,11,20,19,7,11,0,11
"39","1500000US080310005021",80310005021,"Block Group 1, Census Tract 5.02, Denver County, Colorado",1184,389,566,161,49,40,0,11,17,27,35,40,0,11,24,36,0,11,28,35,22,28,99,60,72,76,31,35,15,24,44,45,86,69,0,11,36,42,0,11,0,11,8,17,0,11,0,11,0,11,618,274,48,58,9,15,32,37,18,27,19,30,0,11,0,11,33,49,52,43,96,62,45,43,58,72,38,43,98,72,16,25,0,11,0,11,0,11,0,11,0,11,56,58,0,11,0,11
"40","1500000US080310005022",80310005022,"Block Group 2, Census Tract 5.02, Denver County, Colorado",1537,324,729,176,16,26,59,58,61,64,0,11,0,11,0,11,0,11,0,11,77,77,132,92,12,21,68,57,132,80,52,45,44,70,0,11,14,23,22,33,19,32,0,11,0,11,0,11,21,31,808,229,53,59,150,138,0,11,46,57,0,11,0,11,0,11,0,11,121,82,108,102,81,56,49,43,82,57,39,60,0,11,0,11,35,41,0,11,0,11,22,33,0,11,0,11,22,35
"41","1500000US080310005023",80310005023,"Block Group 3, Census Tract 5.02, Denver County, Colorado",940,291,597,209,68,65,11,22,11,21,44,48,56,81,0,11,0,11,25,37,12,21,92,80,0,11,96,79,26,41,28,32,0,11,18,29,91,70,0,11,0,11,19,31,0,11,0,11,0,11,343,115,0,11,0,11,25,39,0,11,31,44,0,11,0,11,0,11,38,36,35,38,24,37,13,24,25,38,51,59,0,11,29,43,0,11,0,11,0,11,53,42,0,11,0,11,19,29
"42","1500000US080310005024",80310005024,"Block Group 4, Census Tract 5.02, Denver County, Colorado",1447,415,704,243,38,48,37,50,0,11,71,103,0,11,0,11,75,96,0,11,11,19,43,40,14,24,16,26,118,119,0,11,30,47,0,11,26,41,0,11,84,87,23,36,68,60,19,31,31,36,743,207,13,21,0,11,0,11,67,95,0,11,0,11,0,11,0,11,73,70,31,42,15,27,89,90,70,99,0,11,0,11,15,23,0,11,50,52,86,72,107,70,18,27,59,61,50,50
"43","1500000US080310005025",80310005025,"Block Group 5, Census Tract 5.02, Denver County, Colorado",869,267,416,160,22,35,42,57,12,21,0,11,45,49,0,11,0,11,7,12,11,18,112,67,85,61,0,11,48,54,12,22,0,11,0,11,20,31,0,11,0,11,0,11,0,11,0,11,0,11,453,136,0,11,0,11,0,11,11,20,0,11,0,11,8,13,0,11,31,39,98,66,54,51,51,49,49,44,60,81,44,51,0,11,33,27,0,11,0,11,0,11,0,11,0,11,14,22
"44","1500000US080310006001",80310006001,"Block Group 1, Census Tract 6, Denver County, Colorado",1268,199,674,151,38,37,0,11,14,23,0,11,0,11,0,11,0,11,39,54,161,91,180,71,80,56,50,38,16,25,65,47,9,14,0,11,0,11,22,30,0,11,0,11,0,11,0,11,0,11,594,120,11,17,18,30,12,21,13,19,0,11,0,11,0,11,58,39,116,50,144,62,39,36,25,29,53,50,17,26,31,33,0,11,8,14,0,11,0,11,0,11,49,39,0,11,0,11
"45","1500000US080310006002",80310006002,"Block Group 2, Census Tract 6, Denver County, Colorado",1705,378,882,225,61,68,26,41,61,64,35,37,23,36,0,11,0,11,13,15,162,112,161,71,74,51,105,88,66,70,30,48,9,16,11,19,10,15,7,12,7,12,0,11,21,28,0,11,0,11,823,202,41,56,75,84,0,11,22,37,0,11,0,11,0,11,55,40,114,67,272,113,94,55,29,38,23,38,6,14,70,55,9,16,0,11,0,11,0,11,0,11,0,11,0,11,13,19
"46","1500000US080310007011",80310007011,"Block Group 1, Census Tract 7.01, Denver County, Colorado",1387,266,722,171,72,63,0,11,22,35,23,35,0,11,0,11,0,11,12,18,75,51,42,37,93,64,0,11,0,11,93,91,12,19,0,11,25,22,0,11,19,21,80,51,88,66,38,39,28,35,665,150,31,39,19,30,0,11,10,16,20,32,12,18,0,11,24,26,52,46,28,25,82,60,52,50,8,13,0,11,11,17,27,33,8,13,12,19,56,38,70,43,24,23,94,51,25,24
"47","1500000US080310007012",80310007012,"Block Group 2, Census Tract 7.01, Denver County, Colorado",1157,332,459,158,0,11,69,67,0,11,0,11,10,17,0,11,0,11,29,33,97,77,75,59,53,50,14,21,37,32,0,11,12,19,0,11,28,30,8,13,27,25,0,11,0,11,0,11,0,11,698,218,91,63,69,55,18,35,0,11,11,16,10,16,0,11,118,78,26,31,120,65,30,28,58,45,27,33,9,14,52,46,0,11,22,24,8,13,15,17,0,11,0,11,0,11,14,21
"48","1500000US080310007013",80310007013,"Block Group 3, Census Tract 7.01, Denver County, Colorado",1362,314,734,217,40,41,56,46,13,23,10,15,0,11,0,11,26,31,7,10,60,38,142,88,54,47,25,23,75,93,51,62,59,57,65,54,0,11,0,11,16,17,10,15,16,20,9,13,0,11,628,150,16,18,16,18,37,36,17,27,0,11,0,11,6,10,44,43,8,12,55,44,0,11,31,37,11,17,122,67,98,71,28,34,31,22,31,44,33,40,24,23,7,12,0,11,13,30
"49","1500000US080310007021",80310007021,"Block Group 1, Census Tract 7.02, Denver County, Colorado",970,343,516,209,62,80,34,31,56,63,0,11,5,9,0,11,22,37,57,49,103,81,8,12,59,57,12,19,23,27,0,11,32,41,0,11,0,11,0,11,0,11,0,11,26,31,0,11,17,28,454,170,41,52,11,19,52,55,0,11,12,18,46,71,28,34,24,22,42,39,0,11,92,69,10,15,0,11,14,15,0,11,39,61,0,11,7,12,0,11,0,11,24,22,12,18,0,11
"50","1500000US080310007022",80310007022,"Block Group 2, Census Tract 7.02, Denver County, Colorado",1640,428,701,217,32,52,27,39,50,45,22,36,31,39,12,19,7,12,53,69,123,70,101,80,0,11,29,25,73,65,75,61,45,46,0,11,0,11,11,15,0,11,10,15,0,11,0,11,0,11,939,287,118,82,25,41,48,77,25,38,53,46,16,16,16,20,68,49,254,111,69,59,43,53,71,63,63,58,14,22,26,41,0,11,21,23,0,11,0,11,9,14,0,11,0,11,0,11
"51","1500000US080310007023",80310007023,"Block Group 3, Census Tract 7.02, Denver County, Colorado",1302,421,631,260,96,94,133,136,43,42,33,42,26,34,20,23,0,11,6,11,6,9,37,42,54,52,10,15,35,45,68,68,49,59,0,11,15,18,0,11,0,11,0,11,0,11,0,11,0,11,671,251,153,127,0,11,55,57,39,45,0,11,0,11,0,11,31,40,70,55,30,42,60,53,53,62,27,27,34,36,62,51,15,24,0,11,0,11,37,40,0,11,0,11,0,11,5,9
"52","1500000US080310007024",80310007024,"Block Group 4, Census Tract 7.02, Denver County, Colorado",633,212,357,156,14,15,14,24,0,11,0,11,13,19,0,11,0,11,53,41,6,11,38,28,21,23,19,22,15,22,27,37,35,51,14,32,31,38,0,11,0,11,34,29,23,32,0,11,0,11,276,93,10,15,0,11,0,11,0,11,24,38,9,15,32,49,18,23,6,12,42,40,9,15,17,20,16,20,15,21,9,14,15,17,9,14,0,11,0,11,14,20,31,30,0,11,0,11
"53","1500000US080310007025",80310007025,"Block Group 5, Census Tract 7.02, Denver County, Colorado",628,207,267,108,9,13,5,10,15,21,0,11,0,11,7,10,0,11,0,11,34,43,26,39,0,11,55,46,0,11,13,20,33,27,15,23,9,14,4,10,9,14,0,11,12,19,21,33,0,11,361,156,9,14,9,15,43,55,0,11,0,11,0,11,0,11,43,55,0,11,26,31,44,52,49,38,6,10,24,29,6,9,9,14,27,28,0,11,0,11,19,31,38,46,9,14,0,11
"54","1500000US080310008001",80310008001,"Block Group 1, Census Tract 8, Denver County, Colorado",1448,240,687,170,180,109,110,48,83,50,32,29,74,97,21,27,17,28,5,8,9,16,19,27,19,19,6,11,33,32,5,9,20,19,0,11,7,10,11,13,18,28,2,4,0,11,16,25,0,11,761,148,133,65,107,55,81,44,19,21,22,19,9,12,6,9,35,31,102,59,63,39,43,35,22,18,25,23,5,10,7,11,0,11,29,30,19,18,21,25,0,11,0,11,0,11,13,15
"55","1500000US080310009021",80310009021,"Block Group 1, Census Tract 9.02, Denver County, Colorado",592,259,347,203,28,43,44,47,17,20,9,14,0,11,22,37,0,11,8,12,36,39,24,21,51,43,18,19,12,18,8,12,33,51,12,19,25,33,0,11,0,11,0,11,0,11,0,11,0,11,245,82,17,18,8,12,0,11,0,11,0,11,0,11,0,11,11,17,35,24,49,41,19,20,8,12,18,31,17,19,30,30,0,11,7,10,0,11,16,15,10,14,0,11,0,11,0,11
"56","1500000US080310009022",80310009022,"Block Group 2, Census Tract 9.02, Denver County, Colorado",972,429,644,329,70,67,58,52,50,55,74,93,0,11,7,13,0,11,50,45,69,60,50,69,55,57,17,19,19,21,0,11,50,71,39,64,8,12,9,13,0,11,11,17,0,11,0,11,8,13,328,128,41,55,0,11,0,11,0,11,5,9,0,11,13,21,60,53,8,13,36,49,26,20,29,29,14,16,32,29,15,16,18,20,8,12,0,11,9,14,0,11,0,11,14,22,0,11
"57","1500000US080310009023",80310009023,"Block Group 3, Census Tract 9.02, Denver County, Colorado",1069,339,457,188,45,63,18,23,79,111,11,17,0,11,12,20,8,13,0,11,27,41,12,19,60,46,17,19,31,45,89,49,0,11,0,11,7,12,0,11,0,11,18,22,12,21,0,11,11,17,612,192,45,53,23,34,0,11,34,48,0,11,9,14,8,12,38,45,18,24,45,53,8,12,34,33,21,34,79,54,74,78,14,15,21,33,0,11,60,65,23,25,45,39,13,20,0,11
"58","1500000US080310009024",80310009024,"Block Group 4, Census Tract 9.02, Denver County, Colorado",1822,410,973,223,86,85,78,58,106,81,107,61,47,39,0,11,54,49,18,24,35,32,25,23,56,55,73,62,123,79,40,39,33,39,0,11,15,26,23,19,0,11,27,24,18,21,0,11,9,15,849,228,81,78,75,70,25,24,29,32,60,55,0,11,7,12,70,66,42,32,37,39,91,58,70,53,50,40,47,38,23,21,19,26,46,55,9,14,0,11,49,45,9,13,10,14,0,11
"59","1500000US080310009025",80310009025,"Block Group 5, Census Tract 9.02, Denver County, Colorado",1638,385,880,260,86,75,80,71,62,49,63,55,0,11,0,11,23,34,17,24,9,15,117,78,36,29,78,53,44,64,62,75,27,24,74,72,0,11,0,11,0,11,46,41,0,11,10,15,46,48,758,215,19,23,29,34,17,19,4,6,8,12,0,11,24,38,132,83,44,45,70,39,80,63,41,41,23,33,30,30,27,25,58,62,59,43,0,11,36,42,0,11,0,11,10,16,47,44
"60","1500000US080310009031",80310009031,"Block Group 1, Census Tract 9.03, Denver County, Colorado",1404,373,775,221,55,41,51,50,98,66,63,49,20,30,12,20,0,11,26,26,57,58,51,37,43,35,48,47,65,73,44,35,63,59,19,20,28,43,11,14,5,7,9,14,0,11,7,11,0,11,629,189,12,19,24,38,56,52,8,13,48,52,32,30,39,42,13,15,46,34,39,42,38,42,55,47,43,40,36,30,37,45,49,36,16,20,6,9,5,8,9,14,0,11,0,11,18,21
