"","Id","Id2","Geography","Estimate..Total.","Margin.of.Error..Total.","Estimate..Total....No.schooling.completed","Margin.of.Error..Total....No.schooling.completed","Estimate..Total....Nursery.school","Margin.of.Error..Total....Nursery.school","Estimate..Total....Kindergarten","Margin.of.Error..Total....Kindergarten","Estimate..Total....1st.grade","Margin.of.Error..Total....1st.grade","Estimate..Total....2nd.grade","Margin.of.Error..Total....2nd.grade","Estimate..Total....3rd.grade","Margin.of.Error..Total....3rd.grade","Estimate..Total....4th.grade","Margin.of.Error..Total....4th.grade","Estimate..Total....5th.grade","Margin.of.Error..Total....5th.grade","Estimate..Total....6th.grade","Margin.of.Error..Total....6th.grade","Estimate..Total....7th.grade","Margin.of.Error..Total....7th.grade","Estimate..Total....8th.grade","Margin.of.Error..Total....8th.grade","Estimate..Total....9th.grade","Margin.of.Error..Total....9th.grade","Estimate..Total....10th.grade","Margin.of.Error..Total....10th.grade","Estimate..Total....11th.grade","Margin.of.Error..Total....11th.grade","Estimate..Total....12th.grade..no.diploma","Margin.of.Error..Total....12th.grade..no.diploma","Estimate..Total....Regular.high.school.diploma","Margin.of.Error..Total....Regular.high.school.diploma","Estimate..Total....GED.or.alternative.credential","Margin.of.Error..Total....GED.or.alternative.credential","Estimate..Total....Some.college..less.than.1.year","Margin.of.Error..Total....Some.college..less.than.1.year","Estimate..Total....Some.college..1.or.more.years..no.degree","Margin.of.Error..Total....Some.college..1.or.more.years..no.degree","Estimate..Total....Associate.s.degree","Margin.of.Error..Total....Associate.s.degree","Estimate..Total....Bachelor.s.degree","Margin.of.Error..Total....Bachelor.s.degree","Estimate..Total....Master.s.degree","Margin.of.Error..Total....Master.s.degree","Estimate..Total....Professional.school.degree","Margin.of.Error..Total....Professional.school.degree","Estimate..Total....Doctorate.degree","Margin.of.Error..Total....Doctorate.degree"
"174","1500000US080310030023",80310030023,"Block Group 3, Census Tract 30.02, Denver County, Colorado",1000,184,6,12,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,15,22,28,43,0,11,74,68,15,31,56,33,131,83,28,26,460,130,155,76,26,29,6,9
"175","1500000US080310030031",80310030031,"Block Group 1, Census Tract 30.03, Denver County, Colorado",1296,135,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,14,0,11,0,11,0,11,0,11,0,11,0,11,0,11,76,43,27,26,44,31,144,77,32,25,588,151,297,87,66,40,13,20
"176","1500000US080310030032",80310030032,"Block Group 2, Census Tract 30.03, Denver County, Colorado",318,97,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,14,0,11,0,11,0,11,0,11,26,23,0,11,0,11,9,13,8,12,168,77,89,63,0,11,9,15
"177","1500000US080310030041",80310030041,"Block Group 1, Census Tract 30.04, Denver County, Colorado",1065,267,28,45,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,37,47,0,11,0,11,0,11,0,11,123,91,52,50,0,11,141,101,24,30,449,228,176,101,20,32,15,26
"178","1500000US080310030042",80310030042,"Block Group 2, Census Tract 30.04, Denver County, Colorado",1406,264,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,35,37,13,20,39,62,143,84,45,42,590,192,411,160,66,54,64,54
"179","1500000US080310030043",80310030043,"Block Group 3, Census Tract 30.04, Denver County, Colorado",1138,349,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,16,26,18,28,129,87,24,38,27,22,64,50,30,34,320,113,381,305,16,25,113,76
"180","1500000US080310031011",80310031011,"Block Group 1, Census Tract 31.01, Denver County, Colorado",1206,93,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,10,0,11,0,11,5,8,6,9,19,14,0,11,50,31,104,51,14,14,39,38,114,55,32,22,440,86,270,83,68,29,38,29
"181","1500000US080310031021",80310031021,"Block Group 1, Census Tract 31.02, Denver County, Colorado",1397,173,0,11,0,11,0,11,8,18,0,11,30,38,0,11,0,11,0,11,7,12,7,11,8,11,101,71,75,59,0,11,189,77,66,38,50,30,103,63,9,13,507,130,173,71,64,36,0,11
"182","1500000US080310031022",80310031022,"Block Group 2, Census Tract 31.02, Denver County, Colorado",1393,182,15,18,0,11,0,11,0,11,0,11,8,18,0,11,0,11,0,11,7,12,8,13,4,11,37,54,43,46,0,11,142,78,42,30,54,40,214,77,93,63,448,124,213,74,19,21,46,34
"183","1500000US080310032011",80310032011,"Block Group 1, Census Tract 32.01, Denver County, Colorado",1025,207,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,16,25,51,47,0,11,48,47,60,49,31,36,633,190,141,75,45,41,0,11
"184","1500000US080310032012",80310032012,"Block Group 2, Census Tract 32.01, Denver County, Colorado",1274,251,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,70,70,21,32,74,51,233,141,64,68,522,154,197,105,65,71,28,30
"185","1500000US080310032013",80310032013,"Block Group 3, Census Tract 32.01, Denver County, Colorado",1124,313,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,28,45,49,77,29,32,0,11,112,105,220,126,124,74,412,200,120,75,30,34,0,11
"186","1500000US080310032014",80310032014,"Block Group 4, Census Tract 32.01, Denver County, Colorado",718,241,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,23,37,0,11,0,11,0,11,0,11,0,11,0,11,40,37,15,25,470,235,135,93,18,25,17,28
"187","1500000US080310032015",80310032015,"Block Group 5, Census Tract 32.01, Denver County, Colorado",639,158,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,37,57,0,11,25,40,53,61,0,11,76,75,41,47,40,42,135,62,150,79,65,53,17,26
"188","1500000US080310032021",80310032021,"Block Group 1, Census Tract 32.02, Denver County, Colorado",988,159,4,21,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,16,16,21,0,11,7,11,0,11,61,43,8,13,38,33,211,83,42,41,293,104,127,75,142,120,32,26
"189","1500000US080310032022",80310032022,"Block Group 2, Census Tract 32.02, Denver County, Colorado",764,135,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,16,25,58,37,0,11,21,22,84,52,33,33,333,111,87,47,71,68,61,39
"190","1500000US080310032023",80310032023,"Block Group 3, Census Tract 32.02, Denver County, Colorado",1140,175,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,14,0,11,0,11,0,11,36,30,9,14,8,13,164,73,72,54,373,111,307,108,51,30,112,67
"191","1500000US080310032031",80310032031,"Block Group 1, Census Tract 32.03, Denver County, Colorado",573,117,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,13,0,11,0,11,0,11,19,21,24,22,251,78,138,66,125,59,8,13
"192","1500000US080310032032",80310032032,"Block Group 2, Census Tract 32.03, Denver County, Colorado",867,130,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,11,16,34,29,0,11,7,11,54,34,16,17,389,119,202,67,142,60,12,18
"193","1500000US080310032033",80310032033,"Block Group 3, Census Tract 32.03, Denver County, Colorado",849,133,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,11,18,0,11,27,42,37,30,40,48,361,114,205,69,146,50,22,18
"194","1500000US080310033001",80310033001,"Block Group 1, Census Tract 33, Denver County, Colorado",854,160,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,26,29,9,14,9,15,84,65,15,17,359,105,176,66,111,60,65,43
"195","1500000US080310033002",80310033002,"Block Group 2, Census Tract 33, Denver County, Colorado",705,148,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,14,9,14,34,41,83,54,0,11,355,149,121,56,85,35,9,14
"196","1500000US080310033003",80310033003,"Block Group 3, Census Tract 33, Denver County, Colorado",727,171,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,14,0,11,46,70,6,10,0,11,138,113,0,11,282,81,77,38,99,38,70,48
"197","1500000US080310033004",80310033004,"Block Group 4, Census Tract 33, Denver County, Colorado",450,85,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,22,35,0,11,15,17,59,43,30,26,194,68,110,40,20,20,0,11
"198","1500000US080310034011",80310034011,"Block Group 1, Census Tract 34.01, Denver County, Colorado",446,84,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,10,15,0,11,70,39,9,15,152,68,120,52,42,30,43,45
"199","1500000US080310034012",80310034012,"Block Group 2, Census Tract 34.01, Denver County, Colorado",1736,177,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,30,43,0,11,0,11,16,23,98,63,38,46,48,37,150,63,45,32,583,142,417,103,230,83,81,59
"200","1500000US080310034021",80310034021,"Block Group 1, Census Tract 34.02, Denver County, Colorado",978,185,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,49,35,0,11,40,27,48,33,33,35,446,176,239,93,89,57,34,28
"201","1500000US080310034022",80310034022,"Block Group 2, Census Tract 34.02, Denver County, Colorado",1950,211,9,14,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,13,0,11,8,12,0,11,94,64,11,18,27,28,239,131,42,43,758,164,516,129,148,84,89,42
"202","1500000US080310034023",80310034023,"Block Group 3, Census Tract 34.02, Denver County, Colorado",792,151,0,11,0,11,0,11,0,11,0,11,0,11,0,11,11,16,0,11,2,4,0,11,0,11,7,10,0,11,0,11,42,31,0,11,0,11,57,34,37,55,356,136,164,61,67,46,49,32
"203","1500000US080310035001",80310035001,"Block Group 1, Census Tract 35, Denver County, Colorado",458,171,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,22,32,20,29,0,11,0,11,27,33,42,47,8,12,125,83,81,60,13,19,63,60,18,22,18,23,21,24,0,11,0,11
"204","1500000US080310035002",80310035002,"Block Group 2, Census Tract 35, Denver County, Colorado",807,172,9,14,0,11,0,11,0,11,0,11,86,95,0,11,48,44,83,59,16,25,19,29,27,42,123,75,0,11,0,11,123,61,49,48,37,38,81,52,20,24,72,55,14,21,0,11,0,11
"205","1500000US080310035003",80310035003,"Block Group 3, Census Tract 35, Denver County, Colorado",949,252,62,44,0,11,0,11,0,11,29,48,0,11,0,11,0,11,167,115,17,25,98,90,17,27,45,36,32,35,19,22,233,102,40,32,16,25,64,61,10,16,82,60,18,29,0,11,0,11
"206","1500000US080310035004",80310035004,"Block Group 4, Census Tract 35, Denver County, Colorado",584,205,0,11,0,11,0,11,17,26,32,36,14,22,0,11,0,11,109,87,0,11,18,28,0,11,15,23,10,16,26,39,146,101,0,11,17,19,95,58,30,37,47,41,8,13,0,11,0,11
"207","1500000US080310035005",80310035005,"Block Group 5, Census Tract 35, Denver County, Colorado",1047,246,43,35,0,11,0,11,7,11,21,29,0,11,10,17,52,52,126,87,18,21,23,24,87,61,27,25,91,62,46,40,130,82,75,50,18,20,89,54,37,43,133,102,14,13,0,11,0,11
"208","1500000US080310036011",80310036011,"Block Group 1, Census Tract 36.01, Denver County, Colorado",861,149,0,11,0,11,0,11,0,11,0,11,10,15,0,11,0,11,19,25,0,11,47,48,34,33,29,44,9,12,11,12,80,59,58,53,17,26,195,123,36,19,174,57,85,45,41,35,16,21
"209","1500000US080310036012",80310036012,"Block Group 2, Census Tract 36.01, Denver County, Colorado",517,125,5,9,0,11,0,11,0,11,0,11,0,11,0,11,0,11,20,28,0,11,13,17,0,11,17,26,6,9,0,11,45,31,14,17,52,46,69,56,26,22,181,74,57,31,12,18,0,11
"210","1500000US080310036013",80310036013,"Block Group 3, Census Tract 36.01, Denver County, Colorado",1150,189,12,15,0,11,0,11,0,11,8,12,8,12,27,30,33,43,127,84,18,29,42,37,34,38,29,25,20,31,33,43,191,69,65,46,16,19,177,89,23,26,243,100,44,42,0,11,0,11
"211","1500000US080310036014",80310036014,"Block Group 4, Census Tract 36.01, Denver County, Colorado",297,129,0,11,0,11,0,11,0,11,28,43,0,11,0,11,0,11,54,52,0,11,6,10,47,57,14,20,6,9,0,11,62,60,32,24,0,11,43,39,5,9,0,11,0,11,0,11,0,11
"212","1500000US080310036015",80310036015,"Block Group 5, Census Tract 36.01, Denver County, Colorado",336,103,20,31,0,11,0,11,0,11,0,11,18,25,0,11,0,11,0,11,27,42,0,11,0,11,0,11,8,12,0,11,78,45,13,17,0,11,31,32,24,39,86,50,31,34,0,11,0,11
"213","1500000US080310036021",80310036021,"Block Group 1, Census Tract 36.02, Denver County, Colorado",822,181,49,50,0,11,0,11,0,11,0,11,38,52,0,11,28,44,77,61,0,11,10,17,72,70,23,38,55,55,37,45,207,111,38,45,0,11,84,84,15,22,52,58,37,58,0,11,0,11
"214","1500000US080310036022",80310036022,"Block Group 2, Census Tract 36.02, Denver County, Colorado",379,97,13,21,0,11,0,11,0,11,0,11,0,11,0,11,0,11,12,21,0,11,15,19,0,11,11,19,7,11,8,14,105,65,10,15,0,11,56,54,17,21,89,65,21,27,15,13,0,11
"215","1500000US080310036023",80310036023,"Block Group 3, Census Tract 36.02, Denver County, Colorado",398,124,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,71,64,0,11,17,26,9,15,10,17,18,27,14,21,18,22,7,11,29,26,58,58,12,20,108,67,11,16,9,14,7,12
"216","1500000US080310036024",80310036024,"Block Group 4, Census Tract 36.02, Denver County, Colorado",733,223,0,11,0,11,0,11,0,11,0,11,31,48,0,11,0,11,20,26,20,23,0,11,78,79,0,11,8,14,21,35,48,45,12,18,17,20,136,83,6,11,318,150,18,22,0,11,0,11
"217","1500000US080310036025",80310036025,"Block Group 5, Census Tract 36.02, Denver County, Colorado",644,208,26,31,0,11,0,11,0,11,0,11,0,11,0,11,0,11,31,37,0,11,0,11,19,31,0,11,0,11,12,18,196,115,10,17,9,14,121,74,0,11,83,78,64,49,51,53,22,25
"218","1500000US080310036031",80310036031,"Block Group 1, Census Tract 36.03, Denver County, Colorado",1013,190,13,20,0,11,0,11,0,11,0,11,0,11,0,11,0,11,32,41,0,11,0,11,10,16,0,11,27,44,24,24,232,89,106,85,69,52,111,57,47,39,223,94,61,42,48,34,10,16
"219","1500000US080310036032",80310036032,"Block Group 2, Census Tract 36.03, Denver County, Colorado",1455,261,49,73,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,14,22,0,11,0,11,0,11,39,44,147,92,25,26,12,20,184,97,100,73,500,105,332,171,29,28,24,23
"220","1500000US080310037011",80310037011,"Block Group 1, Census Tract 37.01, Denver County, Colorado",1326,247,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,12,17,12,20,0,11,0,11,0,11,0,11,8,14,38,30,38,35,17,17,254,149,55,35,609,190,210,91,66,35,7,11
"221","1500000US080310037012",80310037012,"Block Group 2, Census Tract 37.01, Denver County, Colorado",1569,203,0,11,0,11,0,11,0,11,0,11,4,8,0,11,0,11,3,8,3,8,3,8,0,11,11,14,0,11,34,49,99,48,10,13,9,14,245,89,130,64,652,146,208,101,113,60,45,29
"222","1500000US080310037021",80310037021,"Block Group 1, Census Tract 37.02, Denver County, Colorado",1462,321,0,11,0,11,0,11,0,11,0,11,13,26,0,11,0,11,0,11,0,11,0,11,44,68,0,11,21,36,0,11,48,40,26,26,61,74,381,161,67,110,520,251,181,108,36,40,64,78
"223","1500000US080310037022",80310037022,"Block Group 2, Census Tract 37.02, Denver County, Colorado",705,205,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,27,32,0,11,13,22,37,48,30,36,297,129,126,82,144,137,31,40
"224","1500000US080310037023",80310037023,"Block Group 3, Census Tract 37.02, Denver County, Colorado",890,199,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,85,62,13,21,18,29,104,86,30,34,403,143,159,79,78,74,0,11
"225","1500000US080310037024",80310037024,"Block Group 4, Census Tract 37.02, Denver County, Colorado",1101,333,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,18,27,0,11,0,11,0,11,23,33,66,80,0,11,73,52,78,77,582,246,228,150,2,5,31,36
"226","1500000US080310037031",80310037031,"Block Group 1, Census Tract 37.03, Denver County, Colorado",1119,182,18,27,0,11,0,11,9,14,0,11,0,11,0,11,7,14,9,14,0,11,0,11,0,11,4,8,8,12,0,11,99,72,0,11,42,26,118,70,28,27,467,138,204,74,75,57,31,27
"227","1500000US080310037032",80310037032,"Block Group 2, Census Tract 37.03, Denver County, Colorado",1271,149,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,59,48,21,24,103,75,132,64,26,21,505,104,228,89,134,57,63,43
"228","1500000US080310038001",80310038001,"Block Group 1, Census Tract 38, Denver County, Colorado",902,195,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,15,65,60,0,11,52,62,73,55,0,11,292,106,254,127,111,71,46,67
"229","1500000US080310038002",80310038002,"Block Group 2, Census Tract 38, Denver County, Colorado",435,122,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,15,24,0,11,0,11,40,37,15,24,141,70,138,77,74,42,12,19
"230","1500000US080310038003",80310038003,"Block Group 3, Census Tract 38, Denver County, Colorado",1512,304,0,11,0,11,0,11,0,11,0,11,0,11,0,11,19,30,0,11,0,11,0,11,8,16,0,11,0,11,0,11,80,72,14,23,16,26,181,105,162,111,519,165,401,169,66,41,46,43
"231","1500000US080310038004",80310038004,"Block Group 4, Census Tract 38, Denver County, Colorado",1643,303,84,84,0,11,0,11,0,11,0,11,0,11,0,11,0,11,14,22,0,11,0,11,15,23,13,20,31,43,0,11,145,81,111,175,23,37,111,64,129,115,455,177,356,157,64,64,92,94
"232","1500000US080310038005",80310038005,"Block Group 5, Census Tract 38, Denver County, Colorado",1157,250,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,33,51,34,51,0,11,10,20,60,57,100,146,504,159,188,106,175,73,53,47
"233","1500000US080310039011",80310039011,"Block Group 1, Census Tract 39.01, Denver County, Colorado",1787,263,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,136,88,14,22,0,11,148,95,42,40,742,182,358,121,250,119,97,63
"234","1500000US080310039012",80310039012,"Block Group 2, Census Tract 39.01, Denver County, Colorado",673,179,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,22,40,0,11,0,11,0,11,0,11,0,11,0,11,65,57,11,21,348,113,169,73,45,51,13,23
"235","1500000US080310039013",80310039013,"Block Group 3, Census Tract 39.01, Denver County, Colorado",1229,174,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,33,51,14,23,13,20,54,55,0,11,105,93,128,89,48,37,483,120,216,125,82,50,53,45
"236","1500000US080310039021",80310039021,"Block Group 1, Census Tract 39.02, Denver County, Colorado",961,172,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,11,17,77,49,17,25,8,13,80,42,25,27,277,78,295,76,144,107,27,22
"237","1500000US080310039022",80310039022,"Block Group 2, Census Tract 39.02, Denver County, Colorado",1316,165,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,21,23,0,11,0,11,101,60,47,37,26,25,160,64,69,52,641,113,182,75,60,43,9,15
"238","1500000US080310039023",80310039023,"Block Group 3, Census Tract 39.02, Denver County, Colorado",1048,174,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,68,55,0,11,30,29,40,32,56,50,449,117,214,84,157,98,34,27
"239","1500000US080310040021",80310040021,"Block Group 1, Census Tract 40.02, Denver County, Colorado",575,92,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,12,17,0,11,0,11,21,23,0,11,0,11,68,38,59,44,270,76,87,41,32,26,26,25
"240","1500000US080310040022",80310040022,"Block Group 2, Census Tract 40.02, Denver County, Colorado",604,127,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,11,18,0,11,3,6,0,11,11,17,47,33,0,11,25,27,79,40,49,41,222,84,103,50,43,43,11,16
"241","1500000US080310040023",80310040023,"Block Group 3, Census Tract 40.02, Denver County, Colorado",567,99,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,14,0,11,0,11,0,11,0,11,23,26,0,11,7,10,48,32,7,11,246,83,158,57,49,33,20,23
"242","1500000US080310040024",80310040024,"Block Group 4, Census Tract 40.02, Denver County, Colorado",772,122,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,48,33,0,11,0,11,92,41,44,52,355,132,119,59,71,38,43,36
"243","1500000US080310040031",80310040031,"Block Group 1, Census Tract 40.03, Denver County, Colorado",966,165,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,17,30,0,11,94,52,55,46,83,61,205,110,65,50,343,116,67,62,27,39,10,16
"244","1500000US080310040032",80310040032,"Block Group 2, Census Tract 40.03, Denver County, Colorado",1014,193,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,83,47,32,41,87,48,210,135,46,33,343,78,167,71,36,32,10,16
"245","1500000US080310040033",80310040033,"Block Group 3, Census Tract 40.03, Denver County, Colorado",720,169,7,12,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,11,18,96,46,9,16,53,38,91,54,9,14,195,80,121,59,81,53,47,31
"246","1500000US080310040034",80310040034,"Block Group 4, Census Tract 40.03, Denver County, Colorado",716,159,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,14,0,11,5,10,98,67,7,11,21,16,39,31,54,35,309,120,121,84,47,30,6,10
"247","1500000US080310040041",80310040041,"Block Group 1, Census Tract 40.04, Denver County, Colorado",1486,93,7,18,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,5,8,34,26,5,8,114,42,0,11,100,44,150,52,86,41,607,98,197,55,141,46,40,26
"248","1500000US080310040051",80310040051,"Block Group 1, Census Tract 40.05, Denver County, Colorado",1197,176,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,6,11,0,11,12,17,117,64,8,12,100,67,197,116,35,29,470,117,147,68,56,32,49,31
"249","1500000US080310040052",80310040052,"Block Group 2, Census Tract 40.05, Denver County, Colorado",868,174,12,17,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,12,0,11,19,20,12,19,62,54,24,29,45,41,40,32,18,28,387,120,118,56,55,38,68,68
"250","1500000US080310040061",80310040061,"Block Group 1, Census Tract 40.06, Denver County, Colorado",871,171,21,27,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1,3,1,2,47,36,0,11,90,103,75,33,48,43,380,118,124,61,49,40,35,26
"251","1500000US080310040062",80310040062,"Block Group 2, Census Tract 40.06, Denver County, Colorado",798,220,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,14,0,11,0,11,72,61,36,56,8,11,84,58,65,61,308,114,131,52,50,49,36,57
"252","1500000US080310040063",80310040063,"Block Group 3, Census Tract 40.06, Denver County, Colorado",818,173,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,6,12,58,58,0,11,57,79,88,57,56,48,268,96,218,95,32,21,35,35
"253","1500000US080310040064",80310040064,"Block Group 4, Census Tract 40.06, Denver County, Colorado",566,165,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,22,25,0,11,0,11,10,16,26,19,0,11,214,86,173,101,113,84,8,20
"254","1500000US080310041011",80310041011,"Block Group 1, Census Tract 41.01, Denver County, Colorado",1299,230,6,10,0,11,0,11,0,11,0,11,0,11,0,11,20,33,0,11,8,13,94,94,30,45,16,18,38,37,22,25,272,104,135,64,56,43,142,67,69,57,275,93,100,43,9,14,7,12
"255","1500000US080310041012",80310041012,"Block Group 2, Census Tract 41.01, Denver County, Colorado",923,147,46,47,0,11,0,11,0,11,0,11,0,11,0,11,0,11,21,33,11,18,31,47,28,32,0,11,31,47,19,31,178,88,79,62,27,20,225,91,63,46,116,74,48,38,0,11,0,11
"256","1500000US080310041013",80310041013,"Block Group 3, Census Tract 41.01, Denver County, Colorado",717,180,11,17,0,11,0,11,0,11,0,11,0,11,0,11,0,11,44,46,7,13,89,86,30,37,20,31,0,11,15,23,95,88,20,23,92,56,110,56,44,39,82,53,54,52,4,7,0,11
"257","1500000US080310041021",80310041021,"Block Group 1, Census Tract 41.02, Denver County, Colorado",1113,278,0,11,0,11,0,11,0,11,7,15,10,23,0,11,0,11,44,50,0,11,0,11,17,27,57,41,26,36,22,27,303,104,77,75,49,43,134,75,76,53,205,112,35,31,19,20,32,36
"258","1500000US080310041022",80310041022,"Block Group 2, Census Tract 41.02, Denver County, Colorado",593,165,0,11,0,11,0,11,0,11,0,11,7,12,0,11,0,11,11,17,0,11,13,21,0,11,0,11,46,45,12,17,197,101,58,54,48,32,100,68,16,15,64,37,21,20,0,11,0,11
"259","1500000US080310041023",80310041023,"Block Group 3, Census Tract 41.02, Denver County, Colorado",580,129,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,69,48,6,11,8,12,11,17,24,29,0,11,0,11,139,70,0,11,25,30,128,63,68,41,76,58,26,25,0,11,0,11
"260","1500000US080310041024",80310041024,"Block Group 4, Census Tract 41.02, Denver County, Colorado",768,159,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,21,31,21,32,58,73,26,30,50,59,152,79,23,28,60,47,151,72,53,33,109,59,16,19,21,33,7,11
"261","1500000US080310041031",80310041031,"Block Group 1, Census Tract 41.03, Denver County, Colorado",535,148,17,31,0,11,0,11,0,11,0,11,0,11,10,16,0,11,0,11,0,11,69,43,81,104,0,11,10,20,13,21,56,48,0,11,18,25,93,60,27,45,93,65,35,41,0,11,13,22
"262","1500000US080310041032",80310041032,"Block Group 2, Census Tract 41.03, Denver County, Colorado",646,175,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,64,70,28,33,72,91,0,11,12,21,107,82,31,35,277,120,42,59,13,20,0,11
"263","1500000US080310041033",80310041033,"Block Group 3, Census Tract 41.03, Denver County, Colorado",713,149,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,17,27,60,47,0,11,35,28,106,95,0,11,237,111,174,82,68,54,16,22
